_ws.col.No.,_ws.col.Time,ip.src,ip.dst,tcp.seq,tcp.ack,tcp.len,tcp.port
"373","0.123485000","69.148.243.171","38.107.216.37","1","1650225","0","49048"
"374","0.123485000","69.148.243.171","38.107.216.37","1","1660361","0","49048"
"375","0.123987000","69.148.243.171","38.107.216.37","1","1673393","0","49048"
"376","0.124000000","38.107.216.37","69.148.243.171","1738553","1","39096","44465"
"377","0.124501000","69.148.243.171","38.107.216.37","1","1682081","0","49048"
"378","0.124501000","69.148.243.171","38.107.216.37","1","1693665","0","49048"
"379","0.124510000","38.107.216.37","69.148.243.171","1777649","1","26064","44465"
"380","0.124748000","69.148.243.171","38.107.216.37","1","1709593","0","49048"
"381","0.125266000","69.148.243.171","38.107.216.37","1","1718281","0","49048"
"382","0.125266000","69.148.243.171","38.107.216.37","1","1722625","0","49048"
"383","0.126540000","69.148.243.171","38.107.216.37","1","1728417","0","49048"
"384","0.126540000","69.148.243.171","38.107.216.37","1","1738553","0","49048"
"385","0.126561000","38.107.216.37","69.148.243.171","1803713","1","39096","44465"
"386","0.127274000","69.148.243.171","38.107.216.37","1","1745793","0","49048"
"387","0.127274000","69.148.243.171","38.107.216.37","1","1755929","0","49048"
"388","0.127295000","38.107.216.37","69.148.243.171","1842809","1","26064","44465"
"389","0.127492000","69.148.243.171","38.107.216.37","1","1770409","0","49048"
"390","0.127492000","69.148.243.171","38.107.216.37","1","1777649","0","49048"
"391","0.127505000","69.148.243.171","38.107.216.37","1","1789233","0","49048"
"392","0.127987000","69.148.243.171","38.107.216.37","1","1803713","0","49048"
"393","0.128002000","38.107.216.37","69.148.243.171","1868873","1","40544","44465"
"394","0.128041000","38.107.216.37","69.148.243.171","1909417","1","11584","44465"
"395","0.129517000","69.148.243.171","38.107.216.37","1","1812401","0","49048"
"396","0.129999000","69.148.243.171","38.107.216.37","1","1826881","0","49048"
"397","0.129999000","69.148.243.171","38.107.216.37","1","1842809","0","49048"
"398","0.130018000","38.107.216.37","69.148.243.171","1921001","1","13032","44465"
"399","0.130496000","69.148.243.171","38.107.216.37","1","1851497","0","49048"
"400","0.130496000","69.148.243.171","38.107.216.37","1","1864529","0","49048"
"401","0.130515000","38.107.216.37","69.148.243.171","1934033","1","41992","44465"
"402","0.130769000","69.148.243.171","38.107.216.37","1","1868873","0","49048"
"403","0.131280000","69.148.243.171","38.107.216.37","1","1876113","0","49048"
"404","0.131280000","69.148.243.171","38.107.216.37","1","1886249","0","49048"
"405","0.131285000","38.107.216.37","69.148.243.171","1976025","1","23168","44465"
"406","0.131500000","69.148.243.171","38.107.216.37","1","1899281","0","49048"
"407","0.131505000","69.148.243.171","38.107.216.37","1","1909417","0","49048"
"408","0.132012000","69.148.243.171","38.107.216.37","1","1921001","0","49048"
"409","0.132019000","38.107.216.37","69.148.243.171","1999193","1","41992","44465"
"410","0.133273000","69.148.243.171","38.107.216.37","1","1929689","0","49048"
"411","0.133273000","69.148.243.171","38.107.216.37","1","1934033","0","49048"
"412","0.133504000","69.148.243.171","38.107.216.37","1","1941273","0","49048"
"413","0.133504000","69.148.243.171","38.107.216.37","1","1952857","0","49048"
"414","0.133522000","38.107.216.37","69.148.243.171","2041185","1","23168","44465"
"415","0.134010000","69.148.243.171","38.107.216.37","1","1971681","0","49048"
"416","0.134010000","69.148.243.171","38.107.216.37","1","1976025","0","49048"
"417","0.134501000","69.148.243.171","38.107.216.37","1","1984713","0","49048"
"418","0.134501000","69.148.243.171","38.107.216.37","1","1997745","0","49048"
"419","0.134510000","38.107.216.37","69.148.243.171","2064353","1","43440","44465"
"420","0.135264000","69.148.243.171","38.107.216.37","1","2000641","0","49048"
"421","0.135264000","69.148.243.171","38.107.216.37","1","2007881","0","49048"
"422","0.135264000","69.148.243.171","38.107.216.37","1","2020913","0","49048"
"423","0.135280000","38.107.216.37","69.148.243.171","2107793","1","21720","44465"
"424","0.135485000","69.148.243.171","38.107.216.37","1","2038289","0","49048"
"425","0.135493000","69.148.243.171","38.107.216.37","1","2041185","0","49048"
"426","0.136758000","69.148.243.171","38.107.216.37","1","2048425","0","49048"
"427","0.136758000","69.148.243.171","38.107.216.37","1","2061457","0","49048"
"428","0.136758000","69.148.243.171","38.107.216.37","1","2064353","0","49048"
"429","0.136768000","38.107.216.37","69.148.243.171","2129513","1","44888","44465"
"430","0.136803000","38.107.216.37","69.148.243.171","2174401","1","20272","44465"
"431","0.137493000","69.148.243.171","38.107.216.37","1","2071593","0","49048"
"432","0.137503000","69.148.243.171","38.107.216.37","1","2083177","0","49048"
"433","0.138033000","69.148.243.171","38.107.216.37","1","2099105","0","49048"
"434","0.138033000","69.148.243.171","38.107.216.37","1","2107793","0","49048"
"435","0.138059000","38.107.216.37","69.148.243.171","2194673","1","46336","44465"
"436","0.138513000","69.148.243.171","38.107.216.37","1","2115033","0","49048"
"437","0.138514000","69.148.243.171","38.107.216.37","1","2126617","0","49048"
"438","0.138514000","69.148.243.171","38.107.216.37","1","2129513","0","49048"
"439","0.138536000","38.107.216.37","69.148.243.171","2241009","1","18824","44465"
"440","0.139988000","69.148.243.171","38.107.216.37","1","2136753","0","49048"
"441","0.139988000","69.148.243.171","38.107.216.37","1","2145441","0","49048"
"442","0.140005000","69.148.243.171","38.107.216.37","1","2161369","0","49048"
"443","0.140040000","38.107.216.37","69.148.243.171","2259833","1","37648","44465"
"444","0.140514000","69.148.243.171","38.107.216.37","1","2174401","0","49048"
"445","0.140514000","69.148.243.171","38.107.216.37","1","2194673","0","49048"
"446","0.140536000","38.107.216.37","69.148.243.171","2297481","1","27512","44465"
"447","0.141272000","69.148.243.171","38.107.216.37","1","2201913","0","49048"
"448","0.141272000","69.148.243.171","38.107.216.37","1","2214945","0","49048"
"449","0.141489000","69.148.243.171","38.107.216.37","1","2232321","0","49048"
"450","0.141506000","38.107.216.37","69.148.243.171","2324993","1","46336","44465"
"451","0.142011000","69.148.243.171","38.107.216.37","1","2241009","0","49048"
"452","0.142011000","69.148.243.171","38.107.216.37","1","2259833","0","49048"
"453","0.142048000","38.107.216.37","69.148.243.171","2371329","1","18824","44465"
"454","0.143263000","69.148.243.171","38.107.216.37","1","2268521","0","49048"
"455","0.143263000","69.148.243.171","38.107.216.37","1","2284449","0","49048"
"456","0.143493000","69.148.243.171","38.107.216.37","1","2297481","0","49048"
"457","0.143505000","38.107.216.37","69.148.243.171","2390153","1","47784","44465"
"458","0.143992000","69.148.243.171","38.107.216.37","1","2306169","0","49048"
"459","0.143992000","69.148.243.171","38.107.216.37","1","2324993","0","49048"
"460","0.144001000","38.107.216.37","69.148.243.171","2437937","1","17376","44465"
"461","0.144765000","69.148.243.171","38.107.216.37","1","2333681","0","49048"
"462","0.144765000","69.148.243.171","38.107.216.37","1","2348161","0","49048"
"463","0.145259000","69.148.243.171","38.107.216.37","1","2365537","0","49048"
"464","0.145259000","69.148.243.171","38.107.216.37","1","2371329","0","49048"
"465","0.145259000","69.148.243.171","38.107.216.37","1","2380017","0","49048"
"466","0.145268000","38.107.216.37","69.148.243.171","2455313","1","49232","44465"
"467","0.145303000","38.107.216.37","69.148.243.171","2504545","1","15928","44465"
"468","0.145495000","69.148.243.171","38.107.216.37","1","2390153","0","49048"
"469","0.146756000","69.148.243.171","38.107.216.37","1","2398841","0","49048"
"470","0.146756000","69.148.243.171","38.107.216.37","1","2410425","0","49048"
"471","0.146756000","69.148.243.171","38.107.216.37","1","2427801","0","49048"
"472","0.146787000","38.107.216.37","69.148.243.171","2520473","1","50680","44465"
"473","0.147275000","69.148.243.171","38.107.216.37","1","2437937","0","49048"
"474","0.147275000","69.148.243.171","38.107.216.37","1","2443729","0","49048"
"475","0.147275000","69.148.243.171","38.107.216.37","1","2455313","0","49048"
"476","0.147280000","38.107.216.37","69.148.243.171","2571153","1","14480","44465"
"477","0.148527000","69.148.243.171","38.107.216.37","1","2464001","0","49048"
"478","0.148527000","69.148.243.171","38.107.216.37","1","2478481","0","49048"
"479","0.148750000","69.148.243.171","38.107.216.37","1","2497305","0","49048"
"480","0.148754000","38.107.216.37","69.148.243.171","2585633","1","52128","44465"
"481","0.149264000","69.148.243.171","38.107.216.37","1","2504545","0","49048"
"482","0.149264000","69.148.243.171","38.107.216.37","1","2516129","0","49048"
"483","0.149264000","69.148.243.171","38.107.216.37","1","2520473","0","49048"
"484","0.149273000","38.107.216.37","69.148.243.171","2637761","1","13032","44465"
"485","0.150025000","69.148.243.171","38.107.216.37","1","2527713","0","49048"
"486","0.150025000","69.148.243.171","38.107.216.37","1","2539297","0","49048"
"487","0.150499000","69.148.243.171","38.107.216.37","1","2559569","0","49048"
"488","0.150499000","69.148.243.171","38.107.216.37","1","2571153","0","49048"
"489","0.150508000","38.107.216.37","69.148.243.171","2650793","1","52128","44465"
"490","0.150544000","38.107.216.37","69.148.243.171","2702921","1","13032","44465"
"491","0.150735000","69.148.243.171","38.107.216.37","1","2579841","0","49048"
"492","0.150740000","69.148.243.171","38.107.216.37","1","2585633","0","49048"
"493","0.152022000","69.148.243.171","38.107.216.37","1","2594321","0","49048"
"494","0.152022000","69.148.243.171","38.107.216.37","1","2610249","0","49048"
"495","0.152502000","69.148.243.171","38.107.216.37","1","2629073","0","49048"
"496","0.152502000","69.148.243.171","38.107.216.37","1","2637761","0","49048"
"497","0.152511000","38.107.216.37","69.148.243.171","2715953","1","53576","44465"
"498","0.152547000","38.107.216.37","69.148.243.171","2769529","1","11584","44465"
"499","0.152732000","69.148.243.171","38.107.216.37","1","2650793","0","49048"
"500","0.153518000","69.148.243.171","38.107.216.37","1","2660929","0","49048"
"501","0.154017000","69.148.243.171","38.107.216.37","1","2675409","0","49048"
"502","0.154018000","69.148.243.171","38.107.216.37","1","2695681","0","49048"
"503","0.154038000","38.107.216.37","69.148.243.171","2781113","1","53576","44465"
"504","0.154084000","38.107.216.37","69.148.243.171","2834689","1","11584","44465"
"505","0.154529000","69.148.243.171","38.107.216.37","1","2702921","0","49048"
"506","0.154529000","69.148.243.171","38.107.216.37","1","2715953","0","49048"
"507","0.155527000","69.148.243.171","38.107.216.37","1","2723193","0","49048"
"508","0.156000000","69.148.243.171","38.107.216.37","1","2734777","0","49048"
"509","0.156000000","69.148.243.171","38.107.216.37","1","2752153","0","49048"
"510","0.156016000","38.107.216.37","69.148.243.171","2846273","1","52128","44465"
"511","0.156031000","38.107.216.37","69.148.243.171","2898401","1","13032","44465"
"512","0.156499000","69.148.243.171","38.107.216.37","1","2769529","0","49048"
"513","0.156499000","69.148.243.171","38.107.216.37","1","2776769","0","49048"
"514","0.156499000","69.148.243.171","38.107.216.37","1","2781113","0","49048"
"515","0.157257000","69.148.243.171","38.107.216.37","1","2789801","0","49048"
"516","0.157257000","69.148.243.171","38.107.216.37","1","2804281","0","49048"
"517","0.157267000","38.107.216.37","69.148.243.171","2911433","1","55024","44465"
"518","0.157484000","69.148.243.171","38.107.216.37","1","2823105","0","49048"
"519","0.157487000","38.107.216.37","69.148.243.171","2966457","1","10136","44465"
"520","0.158050000","69.148.243.171","38.107.216.37","1","2834689","0","49048"
"521","0.158050000","69.148.243.171","38.107.216.37","1","2846273","0","49048"
"522","0.159254000","69.148.243.171","38.107.216.37","1","2854961","0","49048"
"523","0.159255000","69.148.243.171","38.107.216.37","1","2870889","0","49048"
"524","0.159263000","38.107.216.37","69.148.243.171","2976593","1","47784","44465"
"525","0.159270000","38.107.216.37","69.148.243.171","3024377","1","17376","44465"
"526","0.159498000","69.148.243.171","38.107.216.37","1","2889713","0","49048"
"527","0.159991000","69.148.243.171","38.107.216.37","1","2898401","0","49048"
"528","0.159991000","69.148.243.171","38.107.216.37","1","2911433","0","49048"
"529","0.160486000","69.148.243.171","38.107.216.37","1","2920121","0","49048"
"530","0.160486000","69.148.243.171","38.107.216.37","1","2933153","0","49048"
"531","0.160496000","38.107.216.37","69.148.243.171","3041753","1","57920","44465"
"532","0.160534000","38.107.216.37","69.148.243.171","3099673","1","7240","44465"
"533","0.160735000","69.148.243.171","38.107.216.37","1","2951977","0","49048"
"534","0.161288000","69.148.243.171","38.107.216.37","1","2966457","0","49048"
"535","0.161289000","69.148.243.171","38.107.216.37","1","2976593","0","49048"
"536","0.162504000","69.148.243.171","38.107.216.37","1","2986729","0","49048"
"537","0.162514000","38.107.216.37","69.148.243.171","3106913","1","56472","44465"
"538","0.162769000","69.148.243.171","38.107.216.37","1","3004105","0","49048"
"539","0.162775000","38.107.216.37","69.148.243.171","3163385","1","8688","44465"
"540","0.162798000","69.148.243.171","38.107.216.37","1","3027273","0","49048"
"541","0.163255000","69.148.243.171","38.107.216.37","1","3041753","0","49048"
"542","0.163523000","69.148.243.171","38.107.216.37","1","3050441","0","49048"
"543","0.164052000","69.148.243.171","38.107.216.37","1","3064921","0","49048"
"544","0.164052000","69.148.243.171","38.107.216.37","1","3083745","0","49048"
"545","0.164065000","38.107.216.37","69.148.243.171","3172073","1","59368","44465"
"546","0.164078000","38.107.216.37","69.148.243.171","3231441","1","5792","44465"
"547","0.164505000","69.148.243.171","38.107.216.37","1","3099673","0","49048"
"548","0.164505000","69.148.243.171","38.107.216.37","1","3106913","0","49048"
"549","0.165518000","69.148.243.171","38.107.216.37","1","3115601","0","49048"
"550","0.165538000","38.107.216.37","69.148.243.171","3237233","1","60816","44465"
"551","0.166013000","69.148.243.171","38.107.216.37","1","3130081","0","49048"
"552","0.166013000","69.148.243.171","38.107.216.37","1","3148905","0","49048"
"553","0.166032000","38.107.216.37","69.148.243.171","3298049","1","4344","44465"
"554","0.166504000","69.148.243.171","38.107.216.37","1","3163385","0","49048"
"555","0.166505000","69.148.243.171","38.107.216.37","1","3170625","0","49048"
"556","0.167277000","69.148.243.171","38.107.216.37","1","3173521","0","49048"
"557","0.167278000","69.148.243.171","38.107.216.37","1","3182209","0","49048"
"558","0.167299000","38.107.216.37","69.148.243.171","3302393","1","56472","44465"
"559","0.167317000","38.107.216.37","69.148.243.171","3358865","1","8688","44465"
"560","0.167489000","69.148.243.171","38.107.216.37","1","3196689","0","49048"
"561","0.167489000","69.148.243.171","38.107.216.37","1","3218409","0","49048"
"562","0.167984000","69.148.243.171","38.107.216.37","1","3231441","0","49048"
"563","0.167991000","69.148.243.171","38.107.216.37","1","3237233","0","49048"
"564","0.168761000","69.148.243.171","38.107.216.37","1","3245921","0","49048"
"565","0.168761000","69.148.243.171","38.107.216.37","1","3258953","0","49048"
"566","0.168771000","38.107.216.37","69.148.243.171","3367553","1","62264","44465"
"567","0.168812000","38.107.216.37","69.148.243.171","3429817","1","2896","44465"
